variable,y,merger,geography,segment,product,year,date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,order
v5,2989686.3348528,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,08/01/16,83806342.3146963,59,28704711.5553012,10595038.8836414,3318292.31633349,3231330866.84637,6.70569242905918,10081262,0.10393224903106,0.32334294065686,0.19619236761775,0.3585868455203,0.34235755809952,0.32301105224815,0.09706198282534,0.13322877528298,28167,0,295684,26685,1194256,39980,81386,100.4365,0.02030860509513,86291489,435012040.697933,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,44
v6,4023063125.2314,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,08/01/16,78025691.7157754,59,30595871.7875072,14233757.4438725,4649580.7729941,4527730663.06352,6.70569242905918,10081262,0.12303659363097,0.2507230743519,0.16808006025768,0.26462108788442,0.22959792315741,0.23921192717475,0.13667688402141,0.12292355163176,28167,0,295684,26685,1194256,39980,81386,100.4365,0.02030860509513,100516035,599947457.744623,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,44
v6,3141141926.9109,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,08/01/16,73280145.0068605,59,26713450.1132482,9454838.24003142,2967083.91067241,2889326470.09012,6.70569242905918,10081262,0.08974546969982,0.27795564106652,0.1779600008405,0.30830543179719,0.24166047946501,0.27064704663027,0.09200162499631,0.10340019198702,28167,0,295684,26685,1194256,39980,81386,100.4365,0.02030860509513,84079103,468429168.224112,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,44
v6,2917056947.8577,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,08/01/16,83806342.3146963,59,28704711.5553012,10595038.8836414,3318292.31633349,3231330866.84637,6.70569242905918,10081262,0.10393224903106,0.32334294065686,0.19619236761775,0.3585868455203,0.34235755809952,0.32301105224815,0.09706198282534,0.13322877528298,28167,0,295684,26685,1194256,39980,81386,100.4365,0.02030860509513,86291489,435012040.697933,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,44
v9,0.10583543871258,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,08/01/16,78025691.7157754,59,30595871.7875072,14233757.4438725,4649580.7729941,4527730663.06352,0.14912703059068,10081262,0.12303659363097,0.2507230743519,0.16808006025768,0.26462108788442,0.22959792315741,0.23921192717475,0.13667688402141,0.12292355163176,28167,0,295684,26685,1194256,39980,81386,100.4365,49.240211,100516035,599947457.744623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44
v9,0.1275567715212,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,08/01/16,73280145.0068605,59,26713450.1132482,9454838.24003142,2967083.91067241,2889326470.09012,0.14912703059068,10081262,0.08974546969982,0.27795564106652,0.1779600008405,0.30830543179719,0.24166047946501,0.27064704663027,0.09200162499631,0.10340019198702,28167,0,295684,26685,1194256,39980,81386,100.4365,49.240211,84079103,468429168.224112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44
v9,0.09219151735622,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,08/01/16,83806342.3146963,59,28704711.5553012,10595038.8836414,3318292.31633349,3231330866.84637,0.14912703059068,10081262,0.10393224903106,0.32334294065686,0.19619236761775,0.3585868455203,0.34235755809952,0.32301105224815,0.09706198282534,0.13322877528298,28167,0,295684,26685,1194256,39980,81386,100.4365,49.240211,86291489,435012040.697933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44
v1,82431632.7050489,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45
v1,74427945.694885,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45
v1,83769294.0414111,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45
v10,0.3155107852378,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v10,0.30404314366593,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v10,0.32741757367586,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v11,0.22294427372353,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,5.88031039212313,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v11,0.21725126902923,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,5.88031039212313,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v11,0.19252060790606,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,5.88031039212313,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v12,0.30316404514668,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v12,0.36000204110752,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v12,0.34850163892979,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v13,0.24515768829668,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v13,0.25816041483026,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v13,0.33852245366554,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v14,0.26856261598517,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v14,0.28085199789096,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v14,0.32053408442239,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,45
v15,0.16221634216846,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,45
v15,0.14149594754856,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,45
v15,0.13434421762861,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,45
v16,0.09967997115264,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,45
v16,0.12833428268139,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,45
v16,0.14969209794721,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,45
v2,47.75,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,45
v2,47.75,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,45
v2,47.75,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,45
v3,32510074.7040066,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,5.88031039212313,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,100516035,643614579.498615,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,45
v3,27867857.2218454,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,5.88031039212313,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,84079103,431037284.646728,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,45
v3,28805616.9586983,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,5.88031039212313,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,86291489,428736802.521325,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,45
v4,11678407.0579244,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,5.88031039212313,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,100516035,643614579.498615,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,45
v4,10746211.0265218,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,5.88031039212313,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,84079103,431037284.646728,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,45
v4,11910564.8987021,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,5.88031039212313,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,86291489,428736802.521325,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,45
v5,4157935.2180827,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,5.88031039212313,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,100516035,643614579.498615,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,45
v5,2784624.77890966,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,5.88031039212313,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,84079103,431037284.646728,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,45
v5,2769763.00300764,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,5.88031039212313,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,86291489,428736802.521325,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,45
v6,3784653500.3476,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,5.88031039212313,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,100516035,643614579.498615,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,45
v6,2534633024.30065,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,5.88031039212313,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,84079103,431037284.646728,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,45
v6,2521105475.35175,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,5.88031039212313,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,0.02279989609631,86291489,428736802.521325,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,45
v9,0.12813131968394,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,09/01/16,86501777.787431,66.5,37045397.5433764,14253105.2857737,4123230.0447846,4023063125.2314,0.17005905017183,8840392,0.10583543871258,0.26965529400554,0.18274764801865,0.327726646582,0.23449249730436,0.26130051632807,0.15681702697933,0.1332410169089,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,100516035,643614579.498615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45
v9,0.11500119452694,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,CURRENT,09/01/16,75337248.0120335,66.5,26138681.6453723,10120890.7300102,3219350.6203626,3141141926.9109,0.17005905017183,8840392,0.1275567715212,0.30438352924039,0.19238903733641,0.35239897245542,0.23949623057586,0.28833708618482,0.14120955486287,0.14164033220296,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,84079103,431037284.646728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45
v9,0.09972919724991,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,CURRENT,09/01/16,83733983.1426103,66.5,28547898.8773118,11854783.0245816,2989686.3348528,2917056947.8577,0.17005905017183,8840392,0.09219151735622,0.32025911971309,0.18789486725788,0.34454764941965,0.34036810634115,0.32361902376094,0.13581557339185,0.13265193414657,301077,0,41835,157698,831938,94253,100614,100.4174,43.859849,86291489,428736802.521325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45
v1,82689756.337705,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,CURRENT,10/01/16,82431632.7050489,47.75,32510074.7040066,11678407.0579244,4157935.2180827,3784653500.3476,0.15205866134772,9346211,0.12813131968394,0.3155107852378,0.22294427372353,0.30316404514668,0.24515768829668,0.26856261598517,0.16221634216846,0.09967997115264,172719,0,0,131753,1177130,151167,41111,100.4943,46.01116,100516035,699035962.726058,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46
